Data,IdCircuito,NumeroGiro,NumeroPilota,Tempo,VelocitaMax,VelocitaMin
21-04-2024,5,22,44,00:01:49.444,324.33,277.77
21-04-2024,5,23,16,00:01:53.210,324.79,276.48
21-04-2024,5,23,44,00:01:52.108,324.22,276.84
21-04-2024,5,24,16,00:01:52.381,325.03,277.82
21-04-2024,5,24,44,00:01:48.867,323.12,277.07
21-04-2024,5,25,16,00:01:53.182,324.2,276.27
21-04-2024,5,25,44,00:01:48.531,324.88,277.34
21-04-2024,5,26,16,00:01:50.743,325.39,277.92
21-04-2024,5,26,44,00:01:46.150,325.06,277.08
21-04-2024,5,27,16,00:01:50.876,322.88,277.95
21-04-2024,5,27,44,00:01:52.417,325.06,277.59
21-04-2024,5,28,16,00:01:52.391,325.49,278.01
21-04-2024,5,28,44,00:01:53.424,323.58,276.52
21-04-2024,5,29,16,00:01:51.260,325.59,277.79
21-04-2024,5,29,44,00:01:48.603,325.79,277.2
21-04-2024,5,30,16,00:01:48.242,324.45,277.78
21-04-2024,5,30,44,00:01:47.435,323.65,278.15
21-04-2024,5,31,16,00:01:49.632,325.6,278.52
21-04-2024,5,31,44,00:01:49.801,323.7,277.69
21-04-2024,5,32,16,00:01:50.224,323.77,277.02
21-04-2024,5,32,44,00:01:53.236,324.15,276.87
21-04-2024,5,33,16,00:01:47.599,325.16,276.99
21-04-2024,5,33,44,00:01:47.664,324.13,277.14
21-04-2024,5,34,16,00:01:52.786,326.22,278.08
21-04-2024,5,34,44,00:01:47.421,324.5,277.4
21-04-2024,5,35,16,00:01:51.338,326.29,276.84
21-04-2024,5,35,44,00:01:48.531,323.54,276.89
21-04-2024,5,36,16,00:01:48.956,324.61,278.03
21-04-2024,5,36,44,00:01:46.483,324.22,278.19
21-04-2024,5,37,16,00:01:51.438,324.98,276.99
21-04-2024,5,37,44,00:01:50.528,324.36,278.33
21-04-2024,5,38,16,00:01:49.700,326.35,278.86
21-04-2024,5,38,44,00:01:50.878,324.01,277.61
21-04-2024,5,39,16,00:01:48.834,325.46,278.49
21-04-2024,5,39,44,00:01:49.421,325.3,278.4
21-04-2024,5,40,16,00:01:48.063,326.2,278.73
21-04-2024,5,40,44,00:01:53.483,325.02,277.05
21-04-2024,5,41,16,00:01:47.498,325.91,277.4
21-04-2024,5,41,44,00:01:53.054,325.41,278.58
21-04-2024,5,42,16,00:01:52.524,325.95,278.99
21-04-2024,5,42,44,00:01:51.884,324.58,279.06
21-04-2024,5,43,16,00:01:49.555,325.97,278.78
21-04-2024,5,43,44,00:01:52.671,325.74,278.28
21-04-2024,5,44,16,00:01:48.251,324.4,278.13
21-04-2024,5,44,44,00:01:47.010,324.66,278.89
21-04-2024,5,45,16,00:01:49.365,326.35,279.21
21-04-2024,5,45,44,00:01:49.010,325.71,277.7
21-04-2024,5,46,16,00:01:50.730,324.69,277.68
21-04-2024,5,46,44,00:01:52.900,325.12,277.41
21-04-2024,5,47,16,00:01:47.718,327.33,279.06
21-04-2024,5,47,44,00:01:51.864,326.62,278.62
21-04-2024,5,48,16,00:01:47.701,326.79,278.85
21-04-2024,5,48,44,00:01:53.183,324.94,278.66
21-04-2024,5,49,16,00:01:53.242,325.74,279.4
21-04-2024,5,49,44,00:01:51.689,325.9,278.89
21-04-2024,5,50,16,00:01:50.611,326.72,277.53
21-04-2024,5,50,44,00:01:53.114,326.01,278.37
21-04-2024,5,51,16,00:01:49.734,326.8,279.34
21-04-2024,5,51,44,00:01:51.947,326.67,279.48
21-04-2024,5,52,16,00:01:49.977,327.83,278.97
21-04-2024,5,52,44,00:01:46.575,326.33,278.28
21-04-2024,5,53,16,00:01:48.768,327.63,278.74
21-04-2024,5,53,44,00:01:47.243,326.36,279.36
21-04-2024,5,54,16,00:01:47.209,328.4,278.72
21-04-2024,5,54,44,00:01:48.533,328.36,279.49
21-04-2024,5,55,16,00:01:46.933,327.77,279.4
21-04-2024,5,55,44,00:01:46.951,326.62,278.52
21-04-2024,5,56,16,00:01:46.305,326.3,278.09
21-04-2024,5,56,44,00:01:47.908,326.25,279.5
05-05-2024,6,1,16,00:01:38.209,325.68,280.73
05-05-2024,6,1,44,00:01:40.716,325.19,280.17
05-05-2024,6,2,16,00:01:43.111,325.65,281.9
05-05-2024,6,2,44,00:01:41.447,325.74,280.21
05-05-2024,6,3,16,00:01:38.218,326.62,282.08
05-05-2024,6,3,44,00:01:37.881,326.8,282.05
05-05-2024,6,4,16,00:01:41.951,328.39,280.71
05-05-2024,6,4,44,00:01:38.564,326.95,281.72
05-05-2024,6,5,16,00:01:39.899,326.29,281.36
05-05-2024,6,5,44,00:01:40.611,327.05,280.6
05-05-2024,6,6,16,00:01:36.766,326.77,281.03
05-05-2024,6,6,44,00:01:36.111,328.58,281.63
05-05-2024,6,7,16,00:01:41.638,328.53,280.58
05-05-2024,6,7,44,00:01:38.715,326.4,281.51
05-05-2024,6,8,16,00:01:38.834,326.04,281.76
05-05-2024,6,8,44,00:01:39.263,328.72,280.61
05-05-2024,6,9,16,00:01:38.112,327.93,282.19
05-05-2024,6,9,44,00:01:40.450,327.52,280.49
05-05-2024,6,10,16,00:01:39.834,326.77,281.16
05-05-2024,6,10,44,00:01:42.010,326.92,280.54
05-05-2024,6,11,16,00:01:42.540,327.63,280.85
05-05-2024,6,11,44,00:01:36.206,326.96,281.88
05-05-2024,6,12,16,00:01:40.451,327.54,281.41
05-05-2024,6,12,44,00:01:40.290,326.66,282.29
05-05-2024,6,13,16,00:01:38.027,328.66,281.09
05-05-2024,6,13,44,00:01:42.465,326.99,281.08
05-05-2024,6,14,16,00:01:40.748,327.99,282.08
05-05-2024,6,14,44,00:01:38.177,329.11,281.85
05-05-2024,6,15,16,00:01:40.501,328.05,281.68
05-05-2024,6,15,44,00:01:42.444,329.09,281.19
05-05-2024,6,16,16,00:01:38.052,326.89,282.18
05-05-2024,6,16,44,00:01:41.549,328.71,282.14
05-05-2024,6,17,16,00:01:36.909,326.71,282.54
05-05-2024,6,17,44,00:01:42.594,327.22,282.02
05-05-2024,6,18,16,00:01:39.361,329.71,281.06
05-05-2024,6,18,44,00:01:41.546,327.83,282.72
05-05-2024,6,19,16,00:01:35.914,327.22,281.82
05-05-2024,6,19,44,00:01:41.066,327.65,281.45
05-05-2024,6,20,16,00:01:37.745,329.11,281.08
05-05-2024,6,20,44,00:01:36.840,327.06,281.3
05-05-2024,6,21,16,00:01:42.287,329.27,281.36
05-05-2024,6,21,44,00:01:40.984,327.58,281.76
05-05-2024,6,22,16,00:01:38.775,328.46,281.52
05-05-2024,6,22,44,00:01:40.385,329.47,282.68
05-05-2024,6,23,16,00:01:40.679,329.67,281.83
05-05-2024,6,23,44,00:01:40.471,329.66,282.79
05-05-2024,6,24,16,00:01:36.783,328.69,282.69
05-05-2024,6,24,44,00:01:39.280,328.12,282.88
05-05-2024,6,25,16,00:01:36.311,329.59,281.33
05-05-2024,6,25,44,00:01:42.153,327.79,282.48
05-05-2024,6,26,16,00:01:42.615,330.25,283.16
05-05-2024,6,26,44,00:01:39.578,330.06,281.91
05-05-2024,6,27,16,00:01:37.049,330.19,282.21
05-05-2024,6,27,44,00:01:41.819,327.92,282.82
05-05-2024,6,28,16,00:01:42.426,329.17,282.63
05-05-2024,6,28,44,00:01:41.301,329.85,281.8
05-05-2024,6,29,16,00:01:41.016,328.31,282.27
05-05-2024,6,29,44,00:01:37.400,329.92,281.53
05-05-2024,6,30,16,00:01:42.341,330.1,282.56
05-05-2024,6,30,44,00:01:37.905,329.2,281.63
05-05-2024,6,31,16,00:01:40.808,328.2,283.31
05-05-2024,6,31,44,00:01:38.733,328.85,283.18
05-05-2024,6,32,16,00:01:38.233,329.82,282.67
05-05-2024,6,32,44,00:01:37.540,329.97,282.19
05-05-2024,6,33,16,00:01:37.918,329.42,282.95
05-05-2024,6,33,44,00:01:37.778,330.11,283.17
05-05-2024,6,34,16,00:01:38.888,330.36,282.96
05-05-2024,6,34,44,00:01:36.623,329.8,282.85
05-05-2024,6,35,16,00:01:41.620,331.16,283.27
05-05-2024,6,35,44,00:01:36.811,329.08,282.92
05-05-2024,6,36,16,00:01:36.260,329.63,283.18
05-05-2024,6,36,44,00:01:38.881,329.14,283.18
05-05-2024,6,37,16,00:01:39.572,328.78,283.68
05-05-2024,6,37,44,00:01:40.896,329.62,283.65
05-05-2024,6,38,16,00:01:40.159,330.72,283.34
05-05-2024,6,38,44,00:01:37.469,331.76,282.45
05-05-2024,6,39,16,00:01:40.620,330.54,282.95
05-05-2024,6,39,44,00:01:40.381,329.89,282.55
05-05-2024,6,40,16,00:01:39.028,330.15,283.42
05-05-2024,6,40,44,00:01:36.164,331.27,282.88
05-05-2024,6,41,16,00:01:37.730,329.27,282.55
05-05-2024,6,41,44,00:01:40.004,329.52,283.58
05-05-2024,6,42,16,00:01:39.066,331.57,283.45
05-05-2024,6,42,44,00:01:38.343,329.38,282.13
05-05-2024,6,43,16,00:01:41.424,329.47,284.0
05-05-2024,6,43,44,00:01:38.293,330.54,283.08
05-05-2024,6,44,16,00:01:37.391,332.34,282.83
05-05-2024,6,44,44,00:01:39.814,330.19,284.14
05-05-2024,6,45,16,00:01:39.311,332.47,282.98
05-05-2024,6,45,44,00:01:41.454,331.9,283.45
05-05-2024,6,46,16,00:01:40.112,330.46,282.37
05-05-2024,6,46,44,00:01:42.033,330.17,283.53
05-05-2024,6,47,16,00:01:43.471,331.0,284.12
05-05-2024,6,47,44,00:01:37.674,332.65,282.58
05-05-2024,6,48,16,00:01:38.207,331.92,283.75
05-05-2024,6,48,44,00:01:38.057,331.76,282.58
05-05-2024,6,49,16,00:01:38.748,331.4,283.53
05-05-2024,6,49,44,00:01:39.299,332.56,282.47
05-05-2024,6,50,16,00:01:37.433,331.04,284.1
05-05-2024,6,50,44,00:01:42.424,330.45,283.78
05-05-2024,6,51,16,00:01:43.200,330.69,284.41
05-05-2024,6,51,44,00:01:39.926,332.79,284.49
05-05-2024,6,52,16,00:01:39.423,330.6,284.18
05-05-2024,6,52,44,00:01:36.903,332.62,283.24
05-05-2024,6,53,16,00:01:36.487,333.26,282.76
05-05-2024,6,53,44,00:01:40.754,333.02,282.84
05-05-2024,6,54,16,00:01:39.587,331.05,282.71
05-05-2024,6,54,44,00:01:35.974,330.63,283.71
05-05-2024,6,55,16,00:01:37.647,331.52,284.19
05-05-2024,6,55,44,00:01:38.885,331.77,283.2
05-05-2024,6,56,16,00:01:36.435,332.38,284.17
05-05-2024,6,56,44,00:01:41.879,333.04,284.72
05-05-2024,6,57,16,00:01:41.730,332.96,284.55
05-05-2024,6,57,44,00:01:37.962,331.12,283.96
19-05-2024,7,1,16,00:01:29.718,315.34,265.8
19-05-2024,7,1,44,00:01:24.936,317.01,266.16
19-05-2024,7,2,16,00:01:23.661,317.16,265.11
19-05-2024,7,2,44,00:01:29.414,316.33,266.84
19-05-2024,7,3,16,00:01:25.771,317.1,266.08
19-05-2024,7,3,44,00:01:25.439,316.09,266.56
19-05-2024,7,4,16,00:01:26.346,318.14,265.96
19-05-2024,7,4,44,00:01:26.658,315.55,266.61
19-05-2024,7,5,16,00:01:23.531,316.76,266.27
19-05-2024,7,5,44,00:01:25.579,316.73,266.02
19-05-2024,7,6,16,00:01:28.019,316.26,265.47
19-05-2024,7,6,44,00:01:26.878,317.48,266.62
19-05-2024,7,7,16,00:01:29.403,317.47,266.8
19-05-2024,7,7,44,00:01:25.093,316.52,267.22
19-05-2024,7,8,16,00:01:26.248,316.85,267.0
19-05-2024,7,8,44,00:01:29.310,318.34,266.05
19-05-2024,7,9,16,00:01:29.346,317.26,267.12
19-05-2024,7,9,44,00:01:25.403,318.85,267.41
19-05-2024,7,10,16,00:01:26.873,316.45,267.19
19-05-2024,7,10,44,00:01:23.040,316.3,266.85
19-05-2024,7,11,16,00:01:27.004,317.67,267.25
19-05-2024,7,11,44,00:01:27.778,318.11,266.07
19-05-2024,7,12,16,00:01:25.888,317.77,266.89
19-05-2024,7,12,44,00:01:27.623,317.73,267.59
19-05-2024,7,13,16,00:01:22.811,318.85,266.35
19-05-2024,7,13,44,00:01:23.340,317.64,266.41
19-05-2024,7,14,16,00:01:27.980,318.79,266.38
19-05-2024,7,14,44,00:01:23.418,316.85,267.28
19-05-2024,7,15,16,00:01:25.751,319.49,266.13
19-05-2024,7,15,44,00:01:25.914,317.77,265.88
19-05-2024,7,16,16,00:01:22.972,319.22,267.6
19-05-2024,7,16,44,00:01:24.256,317.65,267.4
19-05-2024,7,17,16,00:01:28.287,319.55,267.05
19-05-2024,7,17,44,00:01:23.799,318.52,265.95
19-05-2024,7,18,16,00:01:28.528,319.0,267.31
19-05-2024,7,18,44,00:01:22.531,319.69,266.34
19-05-2024,7,19,16,00:01:25.165,318.24,267.28
19-05-2024,7,19,44,00:01:28.927,318.94,267.59
19-05-2024,7,20,16,00:01:26.697,317.42,267.7
19-05-2024,7,20,44,00:01:25.099,319.01,267.03
19-05-2024,7,21,16,00:01:27.406,319.29,267.38
19-05-2024,7,21,44,00:01:25.588,318.09,266.37
19-05-2024,7,22,16,00:01:25.349,320.06,268.03
19-05-2024,7,22,44,00:01:22.983,317.58,266.18
19-05-2024,7,23,16,00:01:28.897,319.64,267.22
19-05-2024,7,23,44,00:01:27.296,319.3,266.69
19-05-2024,7,24,16,00:01:27.128,317.59,267.31
19-05-2024,7,24,44,00:01:25.390,319.07,267.98
19-05-2024,7,25,16,00:01:26.850,318.92,266.56
19-05-2024,7,25,44,00:01:28.825,318.1,267.44
19-05-2024,7,26,16,00:01:24.959,317.88,267.46
19-05-2024,7,26,44,00:01:29.278,317.96,267.23
19-05-2024,7,27,16,00:01:28.671,319.19,267.21
19-05-2024,7,27,44,00:01:28.025,320.12,267.96
19-05-2024,7,28,16,00:01:28.391,318.37,267.06
19-05-2024,7,28,44,00:01:23.992,319.94,267.12
19-05-2024,7,29,16,00:01:24.686,318.86,267.33
19-05-2024,7,29,44,00:01:26.311,319.74,268.32
19-05-2024,7,30,16,00:01:22.721,318.91,267.4
19-05-2024,7,30,44,00:01:26.481,318.64,266.69
19-05-2024,7,31,16,00:01:27.938,318.61,268.17
19-05-2024,7,31,44,00:01:26.173,319.26,266.67
19-05-2024,7,32,16,00:01:24.703,318.21,267.41
19-05-2024,7,32,44,00:01:29.337,320.72,268.27
19-05-2024,7,33,16,00:01:22.828,319.06,266.85
19-05-2024,7,33,44,00:01:24.399,320.67,267.65
19-05-2024,7,34,16,00:01:29.849,321.02,268.06
19-05-2024,7,34,44,00:01:25.492,318.97,266.93
19-05-2024,7,35,16,00:01:28.680,319.35,268.59
19-05-2024,7,35,44,00:01:23.751,320.74,267.75
19-05-2024,7,36,16,00:01:26.673,319.79,267.44
19-05-2024,7,36,44,00:01:26.197,321.06,268.77
19-05-2024,7,37,16,00:01:23.887,320.23,268.26
19-05-2024,7,37,44,00:01:27.915,321.55,268.54
19-05-2024,7,38,16,00:01:29.765,320.01,268.7
19-05-2024,7,38,44,00:01:23.194,319.65,268.56
19-05-2024,7,39,16,00:01:29.875,319.62,268.02
19-05-2024,7,39,44,00:01:26.813,319.4,268.95
19-05-2024,7,40,16,00:01:26.039,319.93,268.76
19-05-2024,7,40,44,00:01:26.314,320.39,267.87
19-05-2024,7,41,16,00:01:27.871,322.09,267.1
19-05-2024,7,41,44,00:01:26.692,321.04,267.7
19-05-2024,7,42,16,00:01:25.322,319.84,267.96
19-05-2024,7,42,44,00:01:28.112,321.26,267.57
19-05-2024,7,43,16,00:01:25.495,320.35,268.71
19-05-2024,7,43,44,00:01:22.873,320.24,268.89
19-05-2024,7,44,16,00:01:23.487,321.75,268.15
19-05-2024,7,44,44,00:01:24.704,320.08,268.18
19-05-2024,7,45,16,00:01:28.668,320.09,269.15
19-05-2024,7,45,44,00:01:28.400,322.08,268.59
19-05-2024,7,46,16,00:01:29.003,320.32,268.25
19-05-2024,7,46,44,00:01:26.870,321.5,268.53
19-05-2024,7,47,16,00:01:26.754,320.22,269.2
19-05-2024,7,47,44,00:01:25.777,321.87,267.74
19-05-2024,7,48,16,00:01:24.138,321.24,268.78
19-05-2024,7,48,44,00:01:25.448,321.39,267.42
19-05-2024,7,49,16,00:01:24.174,320.94,268.51
19-05-2024,7,49,44,00:01:23.079,320.52,267.66
19-05-2024,7,50,16,00:01:29.021,320.74,268.75
19-05-2024,7,50,44,00:01:25.525,320.23,267.79
19-05-2024,7,51,16,00:01:24.948,322.68,268.3
19-05-2024,7,51,44,00:01:22.859,320.98,267.95
19-05-2024,7,52,16,00:01:26.980,320.23,268.09
19-05-2024,7,52,44,00:01:22.516,322.72,268.38
19-05-2024,7,53,16,00:01:24.816,323.08,269.33
19-05-2024,7,53,44,00:01:25.161,320.37,269.52
19-05-2024,7,54,16,00:01:28.599,322.51,267.95
19-05-2024,7,54,44,00:01:26.034,322.2,268.87
19-05-2024,7,55,16,00:01:29.870,320.98,267.83
19-05-2024,7,55,44,00:01:27.831,323.22,268.92
19-05-2024,7,56,16,00:01:23.780,322.38,269.05
19-05-2024,7,56,44,00:01:22.546,323.1,269.23
19-05-2024,7,57,16,00:01:25.740,321.39,268.05
19-05-2024,7,57,44,00:01:23.721,322.49,269.46
19-05-2024,7,58,16,00:01:24.337,321.19,269.53
19-05-2024,7,58,44,00:01:24.977,321.54,269.21
19-05-2024,7,59,16,00:01:25.899,322.39,269.29
19-05-2024,7,59,44,00:01:25.183,322.88,269.24
19-05-2024,7,60,16,00:01:27.471,322.75,269.06
19-05-2024,7,60,44,00:01:28.908,321.21,269.84
19-05-2024,7,61,16,00:01:26.066,321.54,268.25
19-05-2024,7,61,44,00:01:22.977,321.62,268.71
19-05-2024,7,62,16,00:01:23.022,322.88,269.94
19-05-2024,7,62,44,00:01:28.381,321.69,268.15
19-05-2024,7,63,16,00:01:24.081,323.88,268.97
19-05-2024,7,63,44,00:01:24.572,322.46,268.19
26-05-2024,8,1,16,00:01:13.349,295.31,251.14
26-05-2024,8,1,44,00:01:14.697,295.58,251.39
26-05-2024,8,2,16,00:01:13.144,296.96,251.56
26-05-2024,8,2,44,00:01:15.469,298.01,251.12
26-05-2024,8,3,16,00:01:18.159,298.09,251.26
26-05-2024,8,3,44,00:01:15.947,296.31,250.8
26-05-2024,8,4,16,00:01:18.227,296.61,250.49
26-05-2024,8,4,44,00:01:13.674,297.52,251.73
26-05-2024,8,5,16,00:01:13.234,297.15,250.75
26-05-2024,8,5,44,00:01:13.263,296.12,250.42
26-05-2024,8,6,16,00:01:17.968,298.19,250.63
26-05-2024,8,6,44,00:01:14.504,297.5,251.15
26-05-2024,8,7,16,00:01:12.790,297.33,251.56
26-05-2024,8,7,44,00:01:12.606,297.19,250.56
26-05-2024,8,8,16,00:01:14.198,295.88,251.03
26-05-2024,8,8,44,00:01:14.090,298.57,252.08
26-05-2024,8,9,16,00:01:15.161,295.92,252.05
26-05-2024,8,9,44,00:01:13.753,298.39,250.6
26-05-2024,8,10,16,00:01:17.859,297.66,252.33
26-05-2024,8,10,44,00:01:15.228,297.87,251.83
26-05-2024,8,11,16,00:01:12.522,298.37,250.79
26-05-2024,8,11,44,00:01:13.668,298.69,251.0
26-05-2024,8,12,16,00:01:14.915,299.13,251.52
26-05-2024,8,12,44,00:01:15.515,298.24,251.38
26-05-2024,8,13,16,00:01:12.908,297.55,252.61
26-05-2024,8,13,44,00:01:17.159,296.78,251.34
26-05-2024,8,14,16,00:01:13.635,296.42,251.33
26-05-2024,8,14,44,00:01:16.298,296.6,250.96
26-05-2024,8,15,16,00:01:15.954,298.55,252.18
26-05-2024,8,15,44,00:01:16.829,298.54,251.23
26-05-2024,8,16,16,00:01:13.731,299.38,251.98
26-05-2024,8,16,44,00:01:14.612,297.18,251.07
26-05-2024,8,17,16,00:01:13.591,296.73,252.3
26-05-2024,8,17,44,00:01:13.862,298.17,251.38
26-05-2024,8,18,16,00:01:16.754,299.41,251.15
26-05-2024,8,18,44,00:01:15.503,299.33,252.49
26-05-2024,8,19,16,00:01:12.629,297.78,252.45
26-05-2024,8,19,44,00:01:18.313,297.15,251.4
26-05-2024,8,20,16,00:01:13.700,299.29,252.66
26-05-2024,8,20,44,00:01:16.856,298.11,252.76
26-05-2024,8,21,16,00:01:15.745,297.87,252.73
26-05-2024,8,21,44,00:01:17.677,297.69,252.0
26-05-2024,8,22,16,00:01:18.635,298.51,252.4
26-05-2024,8,22,44,00:01:12.807,300.16,253.07
26-05-2024,8,23,16,00:01:13.969,299.4,251.31
26-05-2024,8,23,44,00:01:17.694,299.12,252.9
26-05-2024,8,24,16,00:01:14.746,298.71,251.25
26-05-2024,8,24,44,00:01:18.465,299.34,252.4
26-05-2024,8,25,16,00:01:15.929,299.81,252.27
26-05-2024,8,25,44,00:01:15.373,298.19,251.55
26-05-2024,8,26,16,00:01:15.739,300.39,253.04
26-05-2024,8,26,44,00:01:13.652,299.95,253.05
26-05-2024,8,27,16,00:01:15.412,298.01,252.57
26-05-2024,8,27,44,00:01:17.569,300.41,252.35
26-05-2024,8,28,16,00:01:18.344,298.65,252.81
26-05-2024,8,28,44,00:01:15.990,299.01,251.54
26-05-2024,8,29,16,00:01:18.248,299.93,252.78
26-05-2024,8,29,44,00:01:13.400,299.89,252.8
26-05-2024,8,30,16,00:01:14.805,298.5,252.95
26-05-2024,8,30,44,00:01:18.063,298.12,252.32
26-05-2024,8,31,16,00:01:18.415,299.85,251.58
26-05-2024,8,31,44,00:01:14.799,299.3,251.78
26-05-2024,8,32,16,00:01:16.140,299.28,251.8
26-05-2024,8,32,44,00:01:16.299,300.3,253.38
26-05-2024,8,33,16,00:01:12.977,299.31,253.07
26-05-2024,8,33,44,00:01:16.664,299.08,252.1
26-05-2024,8,34,16,00:01:18.043,299.72,253.5
26-05-2024,8,34,44,00:01:18.522,299.71,253.48
26-05-2024,8,35,16,00:01:15.251,298.73,251.78
26-05-2024,8,35,44,00:01:17.531,300.62,253.52
26-05-2024,8,36,16,00:01:16.272,300.53,252.38
26-05-2024,8,36,44,00:01:15.661,299.81,251.95
26-05-2024,8,37,16,00:01:12.680,301.2,253.32
26-05-2024,8,37,44,00:01:15.430,300.31,252.37
26-05-2024,8,38,16,00:01:13.519,299.94,252.95
26-05-2024,8,38,44,00:01:14.712,301.32,252.21
26-05-2024,8,39,16,00:01:16.736,299.79,253.37
26-05-2024,8,39,44,00:01:18.391,301.15,252.7
26-05-2024,8,40,16,00:01:12.787,299.77,253.31
26-05-2024,8,40,44,00:01:12.501,301.65,253.62
26-05-2024,8,41,16,00:01:16.484,301.07,252.6
26-05-2024,8,41,44,00:01:12.596,300.03,252.21
26-05-2024,8,42,16,00:01:13.584,300.53,253.5
26-05-2024,8,42,44,00:01:18.406,302.0,254.03
26-05-2024,8,43,16,00:01:13.974,301.97,252.26
26-05-2024,8,43,44,00:01:15.837,299.75,254.03
26-05-2024,8,44,16,00:01:14.623,299.49,253.12
26-05-2024,8,44,44,00:01:14.939,302.22,252.57
26-05-2024,8,45,16,00:01:18.685,300.97,254.18
26-05-2024,8,45,44,00:01:18.731,300.19,253.13
26-05-2024,8,46,16,00:01:14.272,302.06,254.29
26-05-2024,8,46,44,00:01:15.346,299.68,253.37
26-05-2024,8,47,16,00:01:16.628,300.77,253.71
26-05-2024,8,47,44,00:01:18.236,300.44,252.46
26-05-2024,8,48,16,00:01:16.831,301.46,254.02
26-05-2024,8,48,44,00:01:18.605,300.38,253.45
26-05-2024,8,49,16,00:01:14.742,300.25,254.06
26-05-2024,8,49,44,00:01:14.665,302.78,253.49
26-05-2024,8,50,16,00:01:18.795,300.17,253.95
26-05-2024,8,50,44,00:01:14.614,302.62,254.16
26-05-2024,8,51,16,00:01:15.750,301.53,253.79
26-05-2024,8,51,44,00:01:17.816,301.95,254.33
26-05-2024,8,52,16,00:01:15.271,302.42,253.84
26-05-2024,8,52,44,00:01:16.013,303.09,253.59
26-05-2024,8,53,16,00:01:17.344,300.55,253.58
26-05-2024,8,53,44,00:01:13.522,302.43,253.42
26-05-2024,8,54,16,00:01:15.968,302.92,253.79
26-05-2024,8,54,44,00:01:14.629,300.53,254.15
26-05-2024,8,55,16,00:01:13.587,302.69,253.67
26-05-2024,8,55,44,00:01:16.322,302.27,254.08
26-05-2024,8,56,16,00:01:18.140,301.1,253.0
26-05-2024,8,56,44,00:01:18.489,302.02,254.42
26-05-2024,8,57,16,00:01:17.021,302.51,254.47
26-05-2024,8,57,44,00:01:14.477,301.42,252.97
26-05-2024,8,58,16,00:01:16.141,301.95,253.0
26-05-2024,8,58,44,00:01:15.364,303.76,254.17
26-05-2024,8,59,16,00:01:17.947,301.98,254.71
26-05-2024,8,59,44,00:01:13.820,301.59,253.69
26-05-2024,8,60,16,00:01:16.712,303.1,254.01
26-05-2024,8,60,44,00:01:12.522,303.73,253.59
26-05-2024,8,61,16,00:01:15.424,301.29,254.66
26-05-2024,8,61,44,00:01:17.272,303.12,253.28
26-05-2024,8,62,16,00:01:13.763,304.17,254.06
26-05-2024,8,62,44,00:01:13.899,301.25,254.0
26-05-2024,8,63,16,00:01:17.769,302.21,254.41
26-05-2024,8,63,44,00:01:17.025,302.01,253.48
26-05-2024,8,64,16,00:01:15.227,302.71,255.02
26-05-2024,8,64,44,00:01:17.620,302.08,254.91
26-05-2024,8,65,16,00:01:13.703,303.25,254.07
26-05-2024,8,65,44,00:01:14.983,302.01,253.78
26-05-2024,8,66,16,00:01:18.647,302.74,253.72
26-05-2024,8,66,44,00:01:17.319,301.88,254.05
26-05-2024,8,67,16,00:01:16.206,303.04,253.7
26-05-2024,8,67,44,00:01:18.272,303.82,254.69
26-05-2024,8,68,16,00:01:17.950,302.08,253.65
26-05-2024,8,68,44,00:01:14.754,303.82,254.08
26-05-2024,8,69,16,00:01:14.010,302.31,254.42
26-05-2024,8,69,44,00:01:17.138,304.65,255.02
26-05-2024,8,70,16,00:01:16.828,304.05,254.79
26-05-2024,8,70,44,00:01:17.953,304.84,255.08
26-05-2024,8,71,16,00:01:17.105,304.12,255.53
26-05-2024,8,71,44,00:01:16.290,302.1,255.15
26-05-2024,8,72,16,00:01:17.100,302.9,255.6
26-05-2024,8,72,44,00:01:14.028,305.18,254.01
26-05-2024,8,73,16,00:01:16.362,302.53,255.31
26-05-2024,8,73,44,00:01:14.340,305.28,254.15
26-05-2024,8,74,16,00:01:14.466,302.46,255.32
26-05-2024,8,74,44,00:01:17.436,303.34,254.32
26-05-2024,8,75,16,00:01:17.519,304.2,253.89
26-05-2024,8,75,44,00:01:14.034,303.18,254.99
26-05-2024,8,76,16,00:01:14.344,303.43,254.39
26-05-2024,8,76,44,00:01:15.254,304.77,254.52
26-05-2024,8,77,16,00:01:16.832,304.48,255.06
26-05-2024,8,77,44,00:01:17.838,304.18,255.68
26-05-2024,8,78,16,00:01:17.132,304.08,254.77
26-05-2024,8,78,44,00:01:17.805,304.68,254.09
09-06-2024,9,1,16,00:01:21.137,317.75,266.2
09-06-2024,9,1,44,00:01:18.159,316.8,266.51
09-06-2024,9,2,16,00:01:18.534,316.72,266.76
09-06-2024,9,2,44,00:01:17.813,317.99,266.2
09-06-2024,9,3,16,00:01:16.064,317.86,265.47
09-06-2024,9,3,44,00:01:20.911,318.1,265.57
09-06-2024,9,4,16,00:01:15.552,316.43,266.79
09-06-2024,9,4,44,00:01:18.391,318.34,267.16
09-06-2024,9,5,16,00:01:15.980,315.88,267.15
09-06-2024,9,5,44,00:01:18.956,317.91,265.31
09-06-2024,9,6,16,00:01:21.084,318.28,265.8
09-06-2024,9,6,44,00:01:21.942,317.37,265.53
09-06-2024,9,7,16,00:01:16.593,317.04,265.81
09-06-2024,9,7,44,00:01:19.603,317.05,265.78
09-06-2024,9,8,16,00:01:19.834,318.35,266.16
09-06-2024,9,8,44,00:01:16.263,318.12,266.77
